Time(ms),Raw_ADC,ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,MW_Valid,Marker
0,1849.3,204.3,0.0,99.9,706.0,6288.0,5.0,1,
100,1875.3,95.5,0.0,99.9,884.0,5272.0,4.0,1,
200,1857.7,133.5,0.0,99.9,983.0,5093.0,10.0,1,
300,1834.4,42.5,0.0,99.9,775.0,4060.0,10.0,1,
400,1845.2,32.5,0.0,99.9,543.0,2848.0,9.0,1,
513,1846.8,89.2,0.0,29.5,493.0,2682.0,9.0,1,
613,1864.6,25.3,0.0,29.2,582.0,2739.0,8.0,1,
713,1860.6,13.0,0.0,29.6,582.0,2739.0,8.0,1,
813,1871.4,9.3,0.0,29.9,582.0,2739.0,8.0,1,
913,1867.8,13.6,0.0,30.2,582.0,2739.0,8.0,1,
1013,1863.5,9.0,0.0,82.9,582.0,2739.0,8.0,1,
1113,1869.0,15.6,0.0,114.3,582.0,2739.0,8.0,1,
1213,1858.8,8.4,0.0,111.8,582.0,2739.0,8.0,1,
1313,1861.4,8.8,0.0,101.3,582.0,2739.0,8.0,1,
1413,1861.5,7.6,0.0,94.5,582.0,2739.0,8.0,1,
1513,1860.5,7.2,0.0,100.8,582.0,2739.0,8.0,1,
1613,1868.0,160.5,117.2,75.1,860.0,6942.0,16.0,1,
1713,1863.7,150.7,108.3,65.7,775.0,5195.0,14.0,1,
1813,1848.0,124.9,111.5,66.4,806.0,4843.0,11.0,1,
1914,1853.2,47.0,112.6,65.5,825.0,4753.0,10.0,1,
2014,1852.6,88.7,107.8,40.8,725.0,4176.0,9.0,1,
2114,1848.4,67.1,93.6,40.3,602.0,3528.0,5.0,1,
2214,1845.3,16.8,89.2,92.0,649.0,3355.0,5.0,1,
2314,1864.5,22.2,89.4,84.4,649.0,3355.0,5.0,1,
2514,1868.6,10.2,89.6,88.5,649.0,3355.0,5.0,1,
2614,1860.3,7.7,89.5,106.6,649.0,3355.0,5.0,1,
2714,1861.2,9.1,89.4,131.8,649.0,3355.0,5.0,1,
2814,1861.7,7.7,89.3,115.0,649.0,3355.0,5.0,1,
2914,1860.9,6.8,89.3,116.4,649.0,3355.0,5.0,1,
3014,1860.7,8.7,89.3,103.1,649.0,3355.0,5.0,1,
3114,1860.7,13.0,89.3,91.8,649.0,3355.0,5.0,1,
3214,1869.0,161.5,94.8,66.1,649.0,3355.0,5.0,1,
3314,1877.2,111.0,90.4,28.3,789.0,5369.0,15.0,1,
3514,1853.7,48.8,77.1,51.1,798.0,4908.0,10.0,1,
3614,1836.8,97.3,85.9,67.1,826.0,4393.0,8.0,1,
3714,1865.0,36.1,83.8,67.3,765.0,3870.0,8.0,1,
3814,1851.5,55.4,89.1,41.1,718.0,3821.0,9.0,1,
3914,1852.5,12.1,89.4,38.4,718.0,3821.0,9.0,1,
4014,1871.7,11.3,89.2,35.5,718.0,3821.0,9.0,1,
4114,1870.2,11.1,89.2,34.3,718.0,3821.0,9.0,1,
4214,1867.4,8.9,89.2,36.0,718.0,3821.0,9.0,1,
4314,1860.8,7.5,89.2,111.8,718.0,3821.0,9.0,1,
4514,1859.1,10.8,89.4,89.4,718.0,3821.0,9.0,1,
4614,1864.8,8.6,89.4,88.1,718.0,3821.0,9.0,1,
4714,1860.8,7.3,89.4,88.3,718.0,3821.0,9.0,1,
4814,1859.6,10.6,89.3,88.3,718.0,3821.0,9.0,1,
4914,1876.7,192.1,87.4,37.3,770.0,6413.0,5.0,1,
5014,1841.6,100.7,96.1,36.0,1025.0,6821.0,13.0,1,
5114,1851.0,118.6,102.7,35.9,991.0,6275.0,13.0,1,
