Time(ms),Raw_ADC,ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,MW_Valid,Marker
0,1884.3,25.6,0.0,52.3,0.0,0.0,0.0,0,
100,1889.3,111.1,0.0,52.3,0.0,0.0,0.0,0,
200,1887.7,84.3,0.0,52.3,460.0,2944.0,7.0,1,
300,1845.3,53.2,0.0,52.3,600.0,3480.0,5.0,1,
400,1878.5,85.8,0.0,52.3,668.0,3678.0,5.0,1,
509,1881.8,60.5,0.0,140.0,916.0,4636.0,4.0,1,
609,1861.4,61.4,0.0,89.3,912.0,4880.0,4.0,1,
709,1855.9,40.7,0.0,80.2,722.0,2975.0,2.0,0,
809,1862.6,17.8,0.0,65.7,722.0,2975.0,2.0,0,
909,1863.0,15.5,0.0,45.5,722.0,2975.0,2.0,0,
1009,1864.7,16.0,0.0,43.7,722.0,2975.0,2.0,0,
1109,1862.8,15.8,0.0,54.4,722.0,2975.0,2.0,0,
1209,1862.4,15.2,0.0,238.7,722.0,2975.0,2.0,0,
1309,1862.7,16.2,0.0,186.6,722.0,2975.0,2.0,0,
1409,1862.4,16.7,0.0,237.6,722.0,2975.0,2.0,0,
1509,1861.6,17.0,0.0,239.4,722.0,2975.0,2.0,0,
1609,1861.8,15.9,80.0,238.7,722.0,2975.0,2.0,0,
1709,1869.5,40.5,77.7,99.2,468.0,3092.0,10.0,1,
1809,1845.5,65.8,72.6,65.5,508.0,3544.0,3.0,1,
1909,1868.5,79.0,75.7,65.9,669.0,3546.0,4.0,1,
2009,1878.7,77.0,73.9,66.4,687.0,4056.0,4.0,1,
2109,1829.4,51.3,73.2,67.3,739.0,4022.0,4.0,1,
2209,1872.0,52.0,73.2,83.8,691.0,4267.0,4.0,1,
2309,1873.2,35.4,60.1,87.9,643.0,3713.0,3.0,1,
2510,1859.8,15.5,60.1,36.9,643.0,3713.0,3.0,1,
2610,1860.5,14.7,60.0,36.7,643.0,3713.0,3.0,1,
2710,1860.2,13.7,60.0,52.7,643.0,3713.0,3.0,1,
2810,1860.4,14.6,60.0,233.1,643.0,3713.0,3.0,1,
2910,1860.2,15.6,60.0,226.9,643.0,3713.0,3.0,1,
3010,1860.1,14.5,60.0,144.0,643.0,3713.0,3.0,1,
3110,1860.0,15.6,60.0,118.0,643.0,3713.0,3.0,1,
3210,1859.8,14.9,59.9,117.7,643.0,3713.0,3.0,1,
3310,1842.3,58.8,60.0,124.0,327.0,2605.0,3.0,1,
3510,1861.5,54.1,59.3,67.7,566.0,3110.0,5.0,1,
3610,1835.0,60.5,56.9,66.9,606.0,3454.0,5.0,1,
3710,1880.0,80.8,61.2,66.9,608.0,3299.0,4.0,1,
3810,1864.6,65.4,67.4,66.1,728.0,3852.0,4.0,1,
3910,1840.7,38.2,65.4,34.2,641.0,3649.0,4.0,1,
4010,1858.8,17.0,65.5,42.4,641.0,3649.0,4.0,1,
4110,1859.3,15.7,65.5,49.0,641.0,3649.0,4.0,1,
4210,1859.5,15.1,65.5,43.6,641.0,3649.0,4.0,1,
4310,1860.0,16.0,65.5,48.1,641.0,3649.0,4.0,1,
4510,1859.4,15.0,65.5,237.6,641.0,3649.0,4.0,1,
4610,1859.9,16.6,65.5,233.2,641.0,3649.0,4.0,1,
4710,1859.6,16.8,65.6,231.7,641.0,3649.0,4.0,1,
4810,1859.7,15.8,65.6,212.3,641.0,3649.0,4.0,1,
4910,1876.8,38.0,65.6,178.4,332.0,2419.0,3.0,1,
5010,1853.5,69.6,65.0,66.0,504.0,3446.0,5.0,1,
5110,1836.7,74.5,65.0,50.5,563.0,3391.0,5.0,1,
5210,1893.0,76.8,70.0,65.9,719.0,3896.0,5.0,1,
5310,1853.6,66.0,68.7,71.9,819.0,3991.0,3.0,1,
5510,1880.4,54.7,69.0,85.8,737.0,4151.0,4.0,1,
5610,1862.1,17.5,68.9,77.6,737.0,4151.0,4.0,1,
5710,1858.3,14.9,68.9,74.1,737.0,4151.0,4.0,1,
5810,1860.3,15.3,68.9,70.3,737.0,4151.0,4.0,1,
5910,1860.3,15.9,68.9,68.1,737.0,4151.0,4.0,1,
